date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FREJO')","('high', 'FREJO')","('low', 'FREJO')","('close', 'FREJO')","('adj_close', 'FREJO')","('volume', 'FREJO')","('currency', '')"
2020-02-13,18.75,18.75,18.75,18.75,18.75,0,,,,,,,,
2020-02-14,18.68000030517578,18.700000762939453,18.68000030517578,18.700000762939453,18.700000762939453,200,,,,,,,,
2020-02-18,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,0,,,,,,,,
2020-02-19,18.5,18.5,18.5,18.5,18.5,300,,,,,,,,
2020-02-20,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-21,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-24,18.5,18.5,18.5,18.5,18.5,2000,,,,,,,,
2020-02-25,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-26,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-27,18.25,18.25,18.0,18.0,18.0,200,,,,,,,,
2020-02-28,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2020-03-02,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2020-03-03,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2020-03-04,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2020-03-05,17.25,17.25,17.25,17.25,17.25,1000,,,,,,,,
2020-03-06,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,100,,,,,,,,
2020-03-09,17.0,17.0,15.399999618530273,15.4399995803833,15.4399995803833,1300,,,,,,,,
2020-03-10,15.420000076293945,15.420000076293945,15.420000076293945,15.420000076293945,15.420000076293945,300,,,,,,,,
2020-03-11,15.430000305175781,15.430000305175781,15.100000381469727,15.199999809265137,15.199999809265137,1200,,,,,,,,
2020-03-12,15.0,15.0,12.779999732971191,12.84000015258789,12.84000015258789,1100,,,,,,,,
2020-03-13,12.819999694824219,12.819999694824219,12.8100004196167,12.8100004196167,12.8100004196167,200,,,,,,,,
2020-03-16,12.8100004196167,12.8100004196167,12.8100004196167,12.8100004196167,12.8100004196167,0,,,,,,,,
2020-03-17,12.8100004196167,12.8100004196167,12.8100004196167,12.8100004196167,12.8100004196167,0,,,,,,,,
2020-03-18,12.0,12.0,10.010000228881836,10.010000228881836,10.010000228881836,400,,,,,,,,
2020-03-19,9.550000190734863,9.550000190734863,9.239999771118164,9.239999771118164,9.239999771118164,200,,,,,,,,
2020-03-20,8.5600004196167,8.5600004196167,8.5600004196167,8.5600004196167,8.5600004196167,1600,,,,,,,,
2020-03-23,8.550000190734863,8.550000190734863,8.5,8.5,8.5,600,,,,,,,,
2020-03-24,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2020-03-25,9.0,9.0,9.0,9.0,9.0,100,,,,,,,,
2020-03-26,10.0,10.0,10.0,10.0,10.0,100,,,,,,,,
2020-03-27,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2020-03-30,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2020-03-31,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,500,,,,,,,,
2020-04-01,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,0,,,,,,,,
2020-04-02,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,0,,,,,,,,
2020-04-03,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,0,,,,,,,,
2020-04-06,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,0,,,,,,,,
2020-04-07,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,8.760000228881836,0,,,,,,,,
2020-04-08,9.5,9.5,9.5,9.5,9.5,500,,,,,,,,
2020-04-09,10.0,10.399999618530273,10.0,10.399999618530273,10.399999618530273,2400,,,,,,,,
2020-04-13,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,,,,,,,,
2020-04-14,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,,,,,,,,
2020-04-15,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,,,,,,,,
2020-04-16,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,,,,,,,,
2020-04-17,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,100,,,,,,,,
2020-04-20,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,,,,,,,,
2020-04-21,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,,,,,,,,
2020-04-22,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,,,,,,,,
2020-04-23,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,100,,,,,,,,
2020-04-24,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0,,,,,,,,
2020-04-27,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0,,,,,,,,
2020-04-28,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,900,,,,,,,,
2020-04-29,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,0,,,,,,,,
2020-04-30,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,0,,,,,,,,
2020-05-01,9.5,9.5,9.5,9.5,9.5,100,,,,,,,,
2020-05-04,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-05,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-06,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-07,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-08,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-11,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-12,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-13,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-14,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-15,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-18,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-05-19,11.399999618530273,11.399999618530273,11.399999618530273,11.399999618530273,11.399999618530273,300,,,,,,,,
2020-05-20,12.350000381469727,12.489999771118164,12.149999618530273,12.489999771118164,12.489999771118164,800,,,,,,,,
2020-05-21,12.489999771118164,12.989999771118164,12.289999961853027,12.989999771118164,12.989999771118164,1500,,,,,,,,
2020-05-22,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,200,,,,,,,,
2020-05-26,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-05-27,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-05-28,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-05-29,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-01,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-02,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-03,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-04,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-05,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-08,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-09,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-10,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-11,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-12,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-15,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-16,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-17,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-18,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-19,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-06-22,12.0,12.0,12.0,12.0,12.0,200,,,,,,,,
2020-06-23,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-06-24,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-06-25,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-06-26,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-06-29,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-06-30,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-07-01,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-07-02,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-07-06,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-07-07,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-07-08,12.0,12.0,12.0,12.0,12.0,0,,,,,,,,
2020-07-09,12.5,12.5,12.5,12.5,12.5,200,,,,,,,,
2020-07-10,13.0,13.350000381469727,13.0,13.350000381469727,13.350000381469727,1900,,,,,,,,
2020-07-13,13.350000381469727,13.350000381469727,13.3100004196167,13.350000381469727,13.350000381469727,500,,,,,,,,
2020-07-14,13.989999771118164,14.350000381469727,13.989999771118164,14.350000381469727,14.350000381469727,1300,,,,,,,,
2020-07-15,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,200,,,,,,,,
2020-07-16,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,,,,,,,,
2020-07-17,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,,,,,,,,
2020-07-20,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,,,,,,,,
2020-07-21,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,,,,,,,,
2020-07-22,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,,,,,,,,
2020-07-23,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,,,,,,,,
2020-07-24,13.75,13.75,13.75,13.75,13.75,700,,,,,,,,
2020-07-27,13.75,13.75,13.75,13.75,13.75,0,,,,,,,,
2020-07-28,13.75,13.75,13.75,13.75,13.75,0,,,,,,,,
2020-07-29,13.75,13.75,13.75,13.75,13.75,0,,,,,,,,
2020-07-30,13.75,13.75,13.75,13.75,13.75,0,,,,,,,,
2020-07-31,13.75,13.75,13.75,13.75,13.75,0,,,,,,,,
2020-08-03,13.75,13.75,13.75,13.75,13.75,0,,,,,,,,
2020-08-04,13.75,13.75,13.75,13.75,13.75,0,,,,,,,,
2020-08-05,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,300,,,,,,,,
2020-08-06,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,0,,,,,,,,
2020-08-07,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,0,,,,,,,,
2020-08-10,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,0,,,,,,,,
2020-08-11,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,0,,,,,,,,
2020-08-12,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,0,,,,,,,,
2020-08-13,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,5900,,,,,,,,
2020-08-14,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,0,,,,,,,,
2020-08-17,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,0,,,,,,,,
2020-08-18,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,0,,,,,,,,
2020-08-19,14.25,14.25,14.25,14.25,14.25,600,,,,,,,,
2020-08-20,14.25,14.25,14.25,14.25,14.25,0,,,,,,,,
2020-08-21,14.25,14.25,14.25,14.25,14.25,0,,,,,,,,
2020-08-24,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,100,,,,,,,,
2020-08-25,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,0,,,,,,,,
2020-08-26,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,300,,,,,,,,
2020-08-27,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0,,,,,,,,
2020-08-28,13.949999809265137,14.149999618530273,13.949999809265137,14.149999618530273,14.149999618530273,200,,,,,,,,
2020-08-31,14.149999618530273,14.149999618530273,14.130000114440918,14.149999618530273,14.149999618530273,900,,,,,,,,
2020-09-01,14.34000015258789,14.34000015258789,14.140000343322754,14.140000343322754,14.140000343322754,1100,,,,,,,,
2020-09-02,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,0,,,,,,,,
2020-09-03,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,0,,,,,,,,
2020-09-04,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,0,,,,,,,,
2020-09-08,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,0,,,,,,,,
2020-09-09,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,0,,,,,,,,
2020-09-10,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,0,,,,,,,,
2020-09-11,13.8100004196167,13.8100004196167,13.8100004196167,13.8100004196167,13.8100004196167,200,,,,,,,,
2020-09-14,13.8100004196167,13.829999923706055,13.800000190734863,13.800000190734863,13.800000190734863,3400,,,,,,,,
2020-09-15,13.5,13.5,13.375,13.375,13.375,2100,,,,,,,,
2020-09-16,13.375,13.375,13.375,13.375,13.375,0,,,,,,,,
2020-09-17,12.800000190734863,12.800000190734863,12.800000190734863,12.800000190734863,12.800000190734863,100,,,,,,,,
2020-09-18,12.800000190734863,12.800000190734863,12.800000190734863,12.800000190734863,12.800000190734863,0,,,,,,,,
2020-09-21,12.5,12.5,12.5,12.5,12.5,300,,,,,,,,
2020-09-22,12.75,12.75,12.75,12.75,12.75,300,,,,,,,,
2020-09-23,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-09-24,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-09-25,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-09-28,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-09-29,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-09-30,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-01,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-02,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-05,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-06,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-07,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-08,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-09,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-12,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-13,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-14,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-15,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-10-16,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,600,,,,,,,,
2020-10-19,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,0,,,,,,,,
2020-10-20,13.800000190734863,13.800000190734863,13.550000190734863,13.550000190734863,13.550000190734863,1000,,,,,,,,
2020-10-21,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,1300,,,,,,,,
2020-10-22,13.899999618530273,13.899999618530273,13.899999618530273,13.899999618530273,13.899999618530273,500,,,,,,,,
2020-10-23,13.899999618530273,13.899999618530273,13.899999618530273,13.899999618530273,13.899999618530273,0,,,,,,,,
2020-10-26,13.899999618530273,14.0,13.899999618530273,14.0,14.0,1900,,,,,,,,
2020-10-27,14.0,14.0,14.0,14.0,14.0,0,,,,,,,,
2020-10-28,14.0,14.0,14.0,14.0,14.0,0,,,,,,,,
2020-10-29,14.0,14.0,14.0,14.0,14.0,0,,,,,,,,
2020-10-30,14.0,14.0,14.0,14.0,14.0,0,,,,,,,,
2020-11-02,12.75,13.0,12.75,13.0,13.0,2100,,,,,,,,
2020-11-03,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-04,12.600000381469727,12.600000381469727,12.600000381469727,12.600000381469727,12.600000381469727,800,,,,,,,,
2020-11-05,12.600000381469727,12.600000381469727,12.600000381469727,12.600000381469727,12.600000381469727,0,,,,,,,,
2020-11-06,13.0,13.0,13.0,13.0,13.0,200,,,,,,,,
2020-11-09,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-10,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-11,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-12,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-13,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-16,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-17,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-18,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-11-19,14.899999618530273,15.899999618530273,14.899999618530273,15.899999618530273,15.899999618530273,600,,,,,,,,
2020-11-20,16.5,16.5,16.5,16.5,16.5,200,,,,,,,,
2020-11-23,16.899999618530273,16.899999618530273,16.700000762939453,16.899999618530273,16.899999618530273,1400,,,,,,,,
2020-11-24,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,100,,,,,,,,
2020-11-25,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,100,,,,,,,,
2020-11-27,16.5,16.899999618530273,16.424999237060547,16.899999618530273,16.899999618530273,2300,,,,,,,,
2020-11-30,17.5,17.5,17.5,17.5,17.5,4300,,,,,,,,
2020-12-01,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,500,,,,,,,,
2020-12-02,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,400,,,,,,,,
2020-12-03,17.200000762939453,17.950000762939453,17.200000762939453,17.950000762939453,17.950000762939453,2700,,,,,,,,
2020-12-04,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,300,,,,,,,,
2020-12-07,18.049999237060547,18.049999237060547,17.100000381469727,17.100000381469727,17.100000381469727,700,,,,,,,,
2020-12-08,17.950000762939453,18.149999618530273,17.950000762939453,18.149999618530273,18.149999618530273,600,,,,,,,,
2020-12-09,18.149999618530273,18.149999618530273,17.25,17.25,17.25,11400,,,,,,,,
2020-12-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-14,17.25,18.0,17.25,18.0,18.0,300,,,,,,,,
2020-12-15,17.139999389648438,17.139999389648438,15.140000343322754,15.140000343322754,15.140000343322754,600,,,,,,,,
2020-12-16,15.140000343322754,15.140000343322754,15.140000343322754,15.140000343322754,15.140000343322754,0,,,,,,,,
2020-12-17,15.140000343322754,15.140000343322754,15.140000343322754,15.140000343322754,15.140000343322754,0,,,,,,,,
2020-12-18,15.930000305175781,15.930000305175781,15.930000305175781,15.930000305175781,15.930000305175781,300,,,,,,,,
2020-12-21,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,500,,,,,,,,
2020-12-22,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,0,,,,,,,,
2020-12-23,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,0,,,,,,,,
2020-12-24,17.0,17.0,17.0,17.0,17.0,100,,,,,,,,
2020-12-28,15.0,15.0,15.0,15.0,15.0,200,,,,,,,,
2020-12-29,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2020-12-30,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2020-12-31,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2021-01-04,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2021-01-05,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2021-01-06,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,100,,,,,,,,
2021-01-07,13.140000343322754,13.140000343322754,12.140000343322754,12.140000343322754,12.140000343322754,300,,,,,,,,
2021-01-08,12.140000343322754,12.140000343322754,12.0,12.0,12.0,300,,,,,,,,
2021-01-11,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,200,,,,,,,,
2021-01-12,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0,,,,,,,,
2021-01-13,11.140000343322754,11.140000343322754,11.0,11.0,11.0,300,,,,,,,,
2021-01-14,11.0,11.0,11.0,11.0,11.0,0,,,,,,,,
2021-01-15,10.199999809265137,10.199999809265137,8.5,8.5,8.5,500,,,,,,,,
2021-01-19,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-01-20,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-01-21,8.5,8.5,8.5,8.5,8.5,5100,,,,,,,,
2021-01-22,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-01-25,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-01-26,8.350000381469727,8.779999732971191,8.350000381469727,8.779999732971191,8.779999732971191,1500,,,,,,,,
2021-01-27,8.779999732971191,8.779999732971191,8.779999732971191,8.779999732971191,8.779999732971191,0,,,,,,,,
2021-01-28,8.380000114440918,8.380000114440918,8.380000114440918,8.380000114440918,8.380000114440918,100,,,,,,,,
2021-01-29,8.350000381469727,8.399999618530273,8.350000381469727,8.399999618530273,8.399999618530273,300,,,,,,,,
2021-02-01,8.399999618530273,8.399999618530273,8.399999618530273,8.399999618530273,8.399999618530273,900,,,,,,,,
2021-02-02,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,100,,,,,,,,
2021-02-03,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0,,,,,,,,
2021-02-04,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0,,,,,,,,
2021-02-05,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0,,,,,,,,
2021-02-08,8.260000228881836,8.392000198364258,8.15999984741211,8.15999984741211,8.15999984741211,1500,,,,,,,,
2021-02-09,8.069999694824219,8.069999694824219,8.0,8.0,8.0,900,,,,,,,,
2021-02-10,8.208000183105469,8.208000183105469,7.900000095367432,7.960000038146973,7.960000038146973,600,,,,,,,,
2021-02-11,7.960000038146973,7.960000038146973,7.960000038146973,7.960000038146973,7.960000038146973,0,,,,,,,,
2021-02-12,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,300,,,,,,,,
2021-02-16,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,1600,,,,,,,,
2021-02-17,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
2021-02-18,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
2021-02-19,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
2021-02-22,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
2021-02-23,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
2021-02-24,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
2021-02-25,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
