date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EXOD')","('high', 'EXOD')","('low', 'EXOD')","('close', 'EXOD')","('adj_close', 'EXOD')","('volume', 'EXOD')","('currency', '')"
2022-02-16,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,100,,,,,,,,
2022-02-17,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,0,,,,,,,,
2022-02-18,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,0,,,,,,,,
2022-02-22,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,0,,,,,,,,
2022-02-23,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,0,,,,,,,,
2022-02-24,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,200,,,,,,,,
2022-02-25,16.0,16.0,16.0,16.0,16.0,200,,,,,,,,
2022-02-28,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-03-01,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-03-02,17.0,17.0,17.0,17.0,17.0,300,,,,,,,,
2022-03-03,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2022-03-04,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2022-03-07,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2022-03-08,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2022-03-09,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2022-03-10,18.5,18.5,18.5,18.5,18.5,500,,,,,,,,
2022-03-11,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2022-03-14,15.510000228881836,15.520000457763672,15.510000228881836,15.520000457763672,15.520000457763672,400,,,,,,,,
2022-03-15,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,0,,,,,,,,
2022-03-16,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,0,,,,,,,,
2022-03-17,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,0,,,,,,,,
2022-03-18,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,0,,,,,,,,
2022-03-21,15.0,15.0,15.0,15.0,15.0,600,,,,,,,,
2022-03-22,17.59000015258789,18.200000762939453,17.59000015258789,18.200000762939453,18.200000762939453,600,,,,,,,,
2022-03-23,19.0,19.0,19.0,19.0,19.0,700,,,,,,,,
2022-03-24,19.0,19.0,19.0,19.0,19.0,300,,,,,,,,
2022-03-25,19.0,19.0,19.0,19.0,19.0,100,,,,,,,,
2022-03-28,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,400,,,,,,,,
2022-03-29,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,100,,,,,,,,
2022-03-30,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,600,,,,,,,,
2022-03-31,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,0,,,,,,,,
2022-04-01,16.010000228881836,16.010000228881836,16.010000228881836,16.010000228881836,16.010000228881836,500,,,,,,,,
2022-04-04,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,0,,,,,,,,
2022-04-05,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,0,,,,,,,,
2022-04-06,18.0,24.899999618530273,18.0,23.8799991607666,23.8799991607666,700,,,,,,,,
2022-04-07,21.979999542236328,21.989999771118164,21.979999542236328,21.989999771118164,21.989999771118164,500,,,,,,,,
2022-04-08,21.989999771118164,21.989999771118164,21.989999771118164,21.989999771118164,21.989999771118164,0,,,,,,,,
2022-04-11,21.989999771118164,21.989999771118164,21.989999771118164,21.989999771118164,21.989999771118164,500,,,,,,,,
2022-04-12,18.0,18.0,18.0,18.0,18.0,400,,,,,,,,
2022-04-13,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2022-04-14,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2022-04-18,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2022-04-19,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2022-04-20,18.0,18.0,18.0,18.0,18.0,300,,,,,,,,
2022-04-21,15.0,15.0,15.0,15.0,15.0,200,,,,,,,,
2022-04-22,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2022-04-25,16.0,16.0,16.0,16.0,16.0,300,,,,,,,,
2022-04-26,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-27,16.0,16.0,16.0,16.0,16.0,100,,,,,,,,
2022-04-28,16.0,16.0,16.0,16.0,16.0,100,,,,,,,,
2022-04-29,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-05-02,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-05-03,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-05-04,14.510000228881836,14.510000228881836,14.25,14.25,14.25,300,,,,,,,,
2022-05-05,14.25,14.25,14.25,14.25,14.25,100,,,,,,,,
2022-05-06,14.25,14.25,14.25,14.25,14.25,0,,,,,,,,
2022-05-09,14.25,14.25,14.25,14.25,14.25,0,,,,,,,,
2022-05-10,14.25,14.25,14.25,14.25,14.25,0,,,,,,,,
2022-05-11,14.25,14.25,14.25,14.25,14.25,0,,,,,,,,
2022-05-12,12.25,12.25,12.25,12.25,12.25,500,,,,,,,,
2022-05-13,12.25,12.25,12.25,12.25,12.25,0,,,,,,,,
2022-05-16,12.25,12.25,12.25,12.25,12.25,0,,,,,,,,
2022-05-17,12.25,12.25,12.25,12.25,12.25,0,,,,,,,,
2022-05-18,12.25,12.25,12.25,12.25,12.25,0,,,,,,,,
2022-05-19,12.25,12.25,12.25,12.25,12.25,0,,,,,,,,
2022-05-20,12.25,12.25,12.25,12.25,12.25,0,,,,,,,,
2022-05-23,12.25,12.25,12.25,12.25,12.25,0,,,,,,,,
2022-05-24,12.25,12.25,8.0,8.0,8.0,1800,,,,,,,,
2022-05-25,8.0,8.0,8.0,8.0,8.0,0,,,,,,,,
2022-05-26,8.0,8.0,8.0,8.0,8.0,0,,,,,,,,
2022-05-27,8.0,8.0,8.0,8.0,8.0,0,,,,,,,,
2022-05-31,8.0,8.0,8.0,8.0,8.0,0,,,,,,,,
2022-06-01,8.0,8.0,8.0,8.0,8.0,0,,,,,,,,
2022-06-02,8.0,8.0,8.0,8.0,8.0,0,,,,,,,,
2022-06-03,8.0,8.0,8.0,8.0,8.0,0,,,,,,,,
2022-06-06,10.0,10.0,10.0,10.0,10.0,300,,,,,,,,
2022-06-07,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-08,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-09,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-10,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-13,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-14,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-15,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-16,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-17,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-21,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-22,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-23,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-24,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2022-06-27,9.5,9.5,9.5,9.5,9.5,100,,,,,,,,
2022-06-28,5.0,5.0,2.0,2.0999999046325684,2.0999999046325684,11300,,,,,,,,
2022-06-29,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,400,,,,,,,,
2022-06-30,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,0,,,,,,,,
2022-07-01,6.0,6.0,6.0,6.0,6.0,500,,,,,,,,
2022-07-05,6.0,6.0,6.0,6.0,6.0,0,,,,,,,,
2022-07-06,6.0,6.0,6.0,6.0,6.0,0,,,,,,,,
2022-07-07,6.0,6.0,6.0,6.0,6.0,0,,,,,,,,
2022-07-08,6.0,6.0,6.0,6.0,6.0,0,,,,,,,,
2022-07-11,6.0,6.0,6.0,6.0,6.0,0,,,,,,,,
2022-07-12,6.0,6.0,6.0,6.0,6.0,0,,,,,,,,
2022-07-13,6.96999979019165,6.96999979019165,6.96999979019165,6.96999979019165,6.96999979019165,1000,,,,,,,,
2022-07-14,5.599999904632568,5.599999904632568,5.599999904632568,5.599999904632568,5.599999904632568,300,,,,,,,,
2022-07-15,5.599999904632568,5.599999904632568,5.599999904632568,5.599999904632568,5.599999904632568,700,,,,,,,,
2022-07-18,4.460000038146973,4.460000038146973,2.0999999046325684,3.75,3.75,5800,,,,,,,,
2022-07-19,3.75,3.75,3.75,3.75,3.75,0,,,,,,,,
2022-07-20,3.75,3.75,3.75,3.75,3.75,0,,,,,,,,
2022-07-21,3.509999990463257,3.5399999618530273,3.509999990463257,3.5399999618530273,3.5399999618530273,900,,,,,,,,
2022-07-22,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0,,,,,,,,
2022-07-25,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0,,,,,,,,
2022-07-26,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0,,,,,,,,
2022-07-27,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0,,,,,,,,
2022-07-28,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,300,,,,,,,,
2022-07-29,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,,,,,,,,
2022-08-01,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,,,,,,,,
2022-08-02,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,,,,,,,,
2022-08-03,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,,,,,,,,
2022-08-04,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,,,,,,,,
2022-08-05,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,,,,,,,,
2022-08-08,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,,,,,,,,
2022-08-09,6.5,6.5,6.5,6.5,6.5,100,,,,,,,,
2022-08-10,6.5,6.5,6.5,6.5,6.5,100,,,,,,,,
2022-08-11,6.25,6.25,6.25,6.25,6.25,1100,,,,,,,,
2022-08-12,9.989999771118164,9.989999771118164,6.0,6.0,6.0,1100,,,,,,,,
2022-08-15,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,200,,,,,,,,
2022-08-16,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,0,,,,,,,,
2022-08-17,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,0,,,,,,,,
2022-08-18,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,0,,,,,,,,
2022-08-19,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,0,,,,,,,,
2022-08-22,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,0,,,,,,,,
2022-08-23,8.699999809265137,8.699999809265137,6.5,6.5,6.5,600,,,,,,,,
2022-08-24,6.5,6.5,6.5,6.5,6.5,0,,,,,,,,
2022-08-25,7.5,7.5,7.5,7.5,7.5,200,,,,,,,,
2022-08-26,7.5,7.5,7.5,7.5,7.5,0,,,,,,,,
2022-08-29,6.5,6.5,6.0,6.0,6.0,800,,,,,,,,
2022-08-30,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,500,,,,,,,,
2022-08-31,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,0,,,,,,,,
2022-09-01,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,0,,,,,,,,
2022-09-02,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,100,,,,,,,,
2022-09-06,6.0,6.0,3.950000047683716,4.010000228881836,4.010000228881836,2600,,,,,,,,
2022-09-07,4.010000228881836,4.010000228881836,4.010000228881836,4.010000228881836,4.010000228881836,0,,,,,,,,
2022-09-08,4.010000228881836,4.010000228881836,4.010000228881836,4.010000228881836,4.010000228881836,300,,,,,,,,
2022-09-09,5.0,5.0,4.0,4.300000190734863,4.300000190734863,600,,,,,,,,
2022-09-12,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,0,,,,,,,,
2022-09-13,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,0,,,,,,,,
2022-09-14,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,300,,,,,,,,
2022-09-15,4.010000228881836,4.010000228881836,3.609999895095825,3.609999895095825,3.609999895095825,1800,,,,,,,,
2022-09-16,3.5799999237060547,3.5799999237060547,3.5799999237060547,3.5799999237060547,3.5799999237060547,600,,,,,,,,
2022-09-19,3.5799999237060547,3.5799999237060547,3.5799999237060547,3.5799999237060547,3.5799999237060547,0,,,,,,,,
2022-09-20,3.509999990463257,3.509999990463257,3.0199999809265137,3.0199999809265137,3.0199999809265137,1500,,,,,,,,
2022-09-21,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,0,,,,,,,,
2022-09-22,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,0,,,,,,,,
2022-09-23,3.5,3.5,3.5,3.5,3.5,700,,,,,,,,
2022-09-26,3.5,3.5,3.5,3.5,3.5,200,,,,,,,,
2022-09-27,3.5,3.5,3.5,3.5,3.5,200,,,,,,,,
2022-09-28,3.5,3.5,3.5,3.5,3.5,0,,,,,,,,
2022-09-29,3.509999990463257,3.509999990463257,2.9000000953674316,2.9000000953674316,2.9000000953674316,2700,,,,,,,,
2022-09-30,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0,,,,,,,,
2022-10-03,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0,,,,,,,,
2022-10-04,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0,,,,,,,,
2022-10-05,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0,,,,,,,,
2022-10-06,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,100,,,,,,,,
2022-10-07,4.960000038146973,4.960000038146973,4.960000038146973,4.960000038146973,4.960000038146973,800,,,,,,,,
2022-10-10,5.0,5.0,3.0199999809265137,3.0199999809265137,3.0199999809265137,900,,,,,,,,
2022-10-11,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,0,,,,,,,,
2022-10-12,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,700,,,,,,,,
2022-10-13,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,0,,,,,,,,
2022-10-14,3.5,3.5,3.059999942779541,3.059999942779541,3.059999942779541,500,,,,,,,,
2022-10-17,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,500,,,,,,,,
2022-10-18,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,0,,,,,,,,
2022-10-19,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,0,,,,,,,,
2022-10-20,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,0,,,,,,,,
2022-10-21,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,0,,,,,,,,
2022-10-24,3.0,3.0,3.0,3.0,3.0,1000,,,,,,,,
2022-10-25,3.0,3.0,3.0,3.0,3.0,0,,,,,,,,
2022-10-26,3.0,3.0,3.0,3.0,3.0,0,,,,,,,,
2022-10-27,3.0,3.0,3.0,3.0,3.0,0,,,,,,,,
2022-10-28,3.0,3.0,3.0,3.0,3.0,0,,,,,,,,
2022-10-31,3.0,3.0,3.0,3.0,3.0,0,,,,,,,,
2022-11-01,3.0,3.0,3.0,3.0,3.0,0,,,,,,,,
2022-11-02,3.0,3.0,3.0,3.0,3.0,0,,,,,,,,
2022-11-03,3.2100000381469727,3.9800000190734863,2.5399999618530273,3.9800000190734863,3.9800000190734863,1000,,,,,,,,
2022-11-04,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,0,,,,,,,,
2022-11-07,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,0,,,,,,,,
2022-11-08,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,0,,,,,,,,
2022-11-09,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,0,,,,,,,,
2022-11-10,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,0,,,,,,,,
2022-11-11,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,3.9800000190734863,0,,,,,,,,
2022-11-14,4.0,4.0,4.0,4.0,4.0,200,,,,,,,,
2022-11-15,4.0,4.0,4.0,4.0,4.0,100,,,,,,,,
2022-11-16,3.319999933242798,3.319999933242798,3.309999942779541,3.309999942779541,3.309999942779541,500,,,,,,,,
2022-11-17,3.319999933242798,3.319999933242798,3.309999942779541,3.309999942779541,3.309999942779541,1100,,,,,,,,
2022-11-18,3.009999990463257,3.009999990463257,2.559999942779541,2.6500000953674316,2.6500000953674316,5000,,,,,,,,
2022-11-21,2.6700000762939453,2.6700000762939453,2.6700000762939453,2.6700000762939453,2.6700000762939453,700,,,,,,,,
2022-11-22,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,600,,,,,,,,
2022-11-23,2.2300000190734863,2.2300000190734863,2.2300000190734863,2.2300000190734863,2.2300000190734863,400,,,,,,,,
2022-11-25,2.2300000190734863,2.2300000190734863,2.2300000190734863,2.2300000190734863,2.2300000190734863,0,,,,,,,,
2022-11-28,2.309999942779541,2.309999942779541,2.2300000190734863,2.2300000190734863,2.2300000190734863,1100,,,,,,,,
