date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GS')","('high', 'GS')","('low', 'GS')","('close', 'GS')","('adj_close', 'GS')","('volume', 'GS')","('currency', '')"
2020-03-20,148.99000549316406,149.19000244140625,138.2899932861328,138.41000366210938,120.75133514404297,7561300,,,,,,,,
2020-03-23,136.02999877929688,141.94000244140625,133.25999450683594,134.97000122070312,117.75021362304688,5472600,,,,,,,,
2020-03-24,144.32000732421875,153.89999389648438,143.6300048828125,153.60000610351562,134.0033721923828,6647400,,,,,,,,
2020-03-25,154.60000610351562,162.2100067138672,145.32000732421875,155.1300048828125,135.33816528320312,8587800,,,,,,,,
2020-03-26,156.3699951171875,167.66000366210938,154.30999755859375,165.7899932861328,144.6381378173828,6762200,,,,,,,,
2020-03-27,159.0800018310547,163.72999572753906,157.0,158.33999633789062,138.1386260986328,4186700,,,,,,,,
2020-03-30,158.52000427246094,160.42999267578125,153.17999267578125,159.6199951171875,139.25531005859375,4152800,,,,,,,,
2020-03-31,158.1300048828125,161.10000610351562,153.72000122070312,154.58999633789062,134.86705017089844,3588200,,,,,,,,
2020-04-01,146.10000610351562,149.57000732421875,145.0,145.2899932861328,126.75355529785156,4689100,,,,,,,,
2020-04-02,143.02000427246094,150.4499969482422,141.6699981689453,149.92999267578125,130.80157470703125,4446900,,,,,,,,
2020-04-03,149.1999969482422,150.9199981689453,145.22999572753906,146.92999267578125,128.18434143066406,2801600,,,,,,,,
2020-04-06,155.47000122070312,158.92999267578125,153.77000427246094,158.22999572753906,138.0426483154297,4689400,,,,,,,,
2020-04-07,166.0,169.13999938964844,162.4499969482422,166.02000427246094,144.8388214111328,4953500,,,,,,,,
2020-04-08,168.5500030517578,178.10000610351562,168.5500030517578,176.9600067138672,154.38304138183594,5194800,,,,,,,,
2020-04-09,180.5800018310547,187.3300018310547,179.77000427246094,184.25999450683594,160.75172424316406,6445800,,,,,,,,
2020-04-13,183.85000610351562,184.97000122070312,179.1300048828125,179.17999267578125,156.31979370117188,4774300,,,,,,,,
2020-04-14,182.35000610351562,183.3800048828125,174.5399932861328,178.22999572753906,155.49102783203125,4149600,,,,,,,,
2020-04-15,170.6300048828125,181.67999267578125,169.14999389648438,178.52000427246094,155.74403381347656,6042700,,,,,,,,
2020-04-16,177.22000122070312,178.44000244140625,172.38999938964844,177.0399932861328,154.45285034179688,4662200,,,,,,,,
2020-04-17,183.49000549316406,185.27999877929688,178.2899932861328,183.49000549316406,160.07994079589844,5426700,,,,,,,,
2020-04-20,179.6999969482422,186.32000732421875,178.02000427246094,180.39999389648438,157.38414001464844,4674800,,,,,,,,
2020-04-21,175.44000244140625,179.1999969482422,173.66000366210938,173.80999755859375,151.63491821289062,3819000,,,,,,,,
2020-04-22,177.5,178.17999267578125,174.47000122070312,175.97999572753906,153.52806091308594,2314500,,,,,,,,
2020-04-23,177.0,179.07000732421875,174.4499969482422,175.0500030517578,152.71670532226562,2013300,,,,,,,,
2020-04-24,177.0,177.9499969482422,173.49000549316406,177.0,154.41793823242188,2024400,,,,,,,,
2020-04-27,179.10000610351562,184.25,178.72000122070312,183.5399932861328,160.12356567382812,2743100,,,,,,,,
2020-04-28,189.16000366210938,190.4199981689453,184.8699951171875,187.00999450683594,163.15084838867188,3344700,,,,,,,,
2020-04-29,192.61000061035156,193.72000122070312,189.57000732421875,190.02999877929688,165.7855224609375,3086300,,,,,,,,
2020-04-30,186.0,187.5500030517578,182.89999389648438,183.4199981689453,160.01885986328125,2695400,,,,,,,,
2020-05-01,179.0,179.60000610351562,176.64999389648438,177.10000610351562,154.5052032470703,2650200,,,,,,,,
2020-05-04,175.0,176.30999755859375,171.72000122070312,176.02999877929688,153.5717010498047,2990100,,,,,,,,
2020-05-05,179.10000610351562,182.60000610351562,178.13999938964844,178.3000030517578,155.55209350585938,3272600,,,,,,,,
2020-05-06,179.67999267578125,181.1999969482422,175.2100067138672,176.9199981689453,154.34812927246094,2408700,,,,,,,,
2020-05-07,179.17999267578125,183.3800048828125,179.17999267578125,182.32000732421875,159.05918884277344,2480100,,,,,,,,
2020-05-08,185.02999877929688,185.91000366210938,182.74000549316406,185.38999938964844,161.73753356933594,2277500,,,,,,,,
2020-05-11,182.5399932861328,184.85000610351562,181.25999450683594,183.16000366210938,159.7920379638672,2212200,,,,,,,,
2020-05-12,183.88999938964844,184.3000030517578,176.75,177.2100067138672,154.60116577148438,3549200,,,,,,,,
2020-05-13,175.66000366210938,176.8800048828125,170.75999450683594,171.8000030517578,149.88134765625,3445300,,,,,,,,
2020-05-14,169.0399932861328,174.77999877929688,165.36000061035156,174.4499969482422,152.19326782226562,4176700,,,,,,,,
2020-05-15,173.47999572753906,174.08999633789062,170.5800018310547,171.8699951171875,149.9424591064453,2867800,,,,,,,,
2020-05-18,177.7100067138672,183.10000610351562,175.24000549316406,181.8800048828125,158.67535400390625,4505800,,,,,,,,
2020-05-19,180.55999755859375,182.19000244140625,177.72000122070312,177.8300018310547,155.14205932617188,2210500,,,,,,,,
2020-05-20,180.9499969482422,183.8300018310547,180.3000030517578,181.44000244140625,158.29147338867188,2599900,,,,,,,,
2020-05-21,180.1999969482422,181.1699981689453,177.67999267578125,180.10000610351562,157.1224365234375,2153500,,,,,,,,
2020-05-22,180.02999877929688,180.63999938964844,178.05999755859375,179.92999267578125,156.97413635253906,2176400,,,,,,,,
2020-05-26,185.6300048828125,197.10000610351562,185.22000122070312,196.05999755859375,171.0462188720703,5971200,,,,,,,,
2020-05-27,203.0,210.7100067138672,200.00999450683594,209.66000366210938,182.91110229492188,8182100,,,,,,,,
2020-05-28,210.83999633789062,211.30999755859375,201.2100067138672,201.22000122070312,175.5478973388672,4886100,,,,,,,,
2020-05-29,197.22999572753906,200.9199981689453,194.64999389648438,196.49000549316406,172.4928741455078,3822600,,,,,,,,
2020-06-01,197.30999755859375,201.77000427246094,195.1199951171875,199.92999267578125,175.5127716064453,2230800,,,,,,,,
2020-06-02,203.77000427246094,206.5,201.32000732421875,204.13999938964844,179.20860290527344,4128700,,,,,,,,
2020-06-03,208.49000549316406,211.92999267578125,206.42999267578125,210.57000732421875,184.85333251953125,3471900,,,,,,,,
2020-06-04,208.7899932861328,214.99000549316406,207.9600067138672,214.82000732421875,188.58425903320312,3522300,,,,,,,,
2020-06-05,222.0,222.97999572753906,217.66000366210938,217.9199981689453,191.3056640625,4737600,,,,,,,,
2020-06-08,220.02000427246094,222.25999450683594,218.24000549316406,220.80999755859375,193.8427734375,3260300,,,,,,,,
2020-06-09,215.74000549316406,220.02000427246094,215.16000366210938,218.10000610351562,191.46372985839844,2478400,,,,,,,,
2020-06-10,217.38999938964844,219.85000610351562,212.8000030517578,213.52000427246094,187.44305419921875,3091200,,,,,,,,
2020-06-11,204.6999969482422,206.89999389648438,194.02000427246094,194.1300048828125,170.421142578125,4923400,,,,,,,,
2020-06-12,200.6199951171875,202.94000244140625,196.2100067138672,201.77999877929688,177.1368408203125,3380800,,,,,,,,
2020-06-15,195.72999572753906,206.99000549316406,195.14999389648438,206.30999755859375,181.1135711669922,3467400,,,,,,,,
2020-06-16,214.97999572753906,214.97999572753906,203.72999572753906,209.58999633789062,183.99305725097656,3099100,,,,,,,,
2020-06-17,210.0,210.7899932861328,205.44000244140625,206.19000244140625,181.0082550048828,1798300,,,,,,,,
2020-06-18,203.99000549316406,207.25999450683594,202.6699981689453,203.83999633789062,178.94525146484375,2051700,,,,,,,,
2020-06-19,207.0500030517578,207.4199981689453,200.97000122070312,201.6300048828125,177.00515747070312,4962400,,,,,,,,
2020-06-22,200.99000549316406,204.5800018310547,200.0,203.4199981689453,178.57656860351562,1806900,,,,,,,,
2020-06-23,206.5,207.50999450683594,203.63999938964844,204.77999877929688,179.7704315185547,2451800,,,,,,,,
2020-06-24,202.33999633789062,202.61000061035156,197.3800048828125,198.02000427246094,173.8360137939453,2756700,,,,,,,,
2020-06-25,197.86000061035156,207.38999938964844,197.61000061035156,207.10000610351562,181.80711364746094,3466500,,,,,,,,
2020-06-26,199.0,200.24000549316406,188.50999450683594,189.19000244140625,166.08445739746094,9530700,,,,,,,,
2020-06-29,191.3800048828125,193.89999389648438,188.66000366210938,193.47000122070312,169.8417510986328,3736000,,,,,,,,
2020-06-30,193.83999633789062,198.41000366210938,193.6199951171875,197.6199951171875,173.48487854003906,3102800,,,,,,,,
2020-07-01,198.8800048828125,199.74000549316406,195.52000427246094,197.57000732421875,173.44102478027344,2620100,,,,,,,,
2020-07-02,202.5,203.0,197.1300048828125,197.39999389648438,173.291748046875,2699400,,,,,,,,
2020-07-06,201.33999633789062,207.7899932861328,201.1300048828125,207.36000061035156,182.03536987304688,3567700,,,,,,,,
2020-07-07,205.5,205.7100067138672,199.19000244140625,199.36000061035156,175.01242065429688,2853500,,,,,,,,
2020-07-08,199.5399932861328,203.25,199.02000427246094,202.25,177.5494842529297,2789700,,,,,,,,
2020-07-09,202.11000061035156,202.5,195.0,196.8300018310547,172.79139709472656,3160100,,,,,,,,
2020-07-10,196.8699951171875,206.32000732421875,196.8300018310547,205.55999755859375,180.45518493652344,4414800,,,,,,,,
2020-07-13,209.0,212.97999572753906,207.0,208.8800048828125,183.3697052001953,4449600,,,,,,,,
2020-07-14,211.42999267578125,214.3000030517578,207.00999450683594,214.00999450683594,187.8732147216797,5202000,,,,,,,,
2020-07-15,224.3699951171875,225.24000549316406,214.69000244140625,216.89999389648438,190.41024780273438,12516700,,,,,,,,
2020-07-16,213.50999450683594,220.4600067138672,213.5,214.6699981689453,188.45260620117188,5769600,,,,,,,,
2020-07-17,214.89999389648438,215.1699981689453,211.25,211.41000366210938,185.59078979492188,3614300,,,,,,,,
2020-07-20,210.72999572753906,213.1699981689453,210.25,211.7100067138672,185.85415649414062,2268700,,,,,,,,
2020-07-21,212.25,213.80999755859375,210.38999938964844,212.02000427246094,186.1262664794922,3393500,,,,,,,,
2020-07-22,210.5,211.0,205.35000610351562,206.0,180.8414764404297,4978400,,,,,,,,
2020-07-23,205.10000610351562,206.02000427246094,202.0500030517578,203.02000427246094,178.2254180908203,4088600,,,,,,,,
2020-07-24,203.0,204.92999267578125,201.32000732421875,201.47000122070312,176.8647003173828,3191500,,,,,,,,
2020-07-27,200.10000610351562,204.17999267578125,199.58999633789062,203.02000427246094,178.2254180908203,2601200,,,,,,,,
2020-07-28,201.91000366210938,203.60000610351562,201.08999633789062,201.6199951171875,176.99636840820312,2139600,,,,,,,,
2020-07-29,201.6999969482422,203.88999938964844,199.6199951171875,202.5800018310547,177.8391571044922,2635000,,,,,,,,
2020-07-30,199.5,199.99000549316406,196.3000030517578,199.52999877929688,175.16162109375,3057900,,,,,,,,
2020-07-31,199.83999633789062,199.83999633789062,196.50999450683594,197.9600067138672,173.7834014892578,2399700,,,,,,,,
2020-08-03,198.49000549316406,199.8800048828125,196.52999877929688,199.38999938964844,175.0387725830078,2294600,,,,,,,,
2020-08-04,199.35000610351562,201.72000122070312,198.47999572753906,201.63999938964844,177.01393127441406,1944700,,,,,,,,
2020-08-05,203.1699981689453,204.80999755859375,203.00999450683594,204.52000427246094,179.54217529296875,2232400,,,,,,,,
2020-08-06,205.0,206.2899932861328,203.8300018310547,204.25,179.30517578125,1882400,,,,,,,,
2020-08-07,203.47999572753906,208.8000030517578,202.4499969482422,208.27000427246094,182.834228515625,3075000,,,,,,,,
2020-08-10,209.58999633789062,210.63999938964844,208.0399932861328,209.3800048828125,183.8086700439453,2432800,,,,,,,,
2020-08-11,212.72000122070312,216.9499969482422,210.52999877929688,211.05999755859375,185.28346252441406,4042700,,,,,,,,
2020-08-12,214.6999969482422,215.9499969482422,209.27000427246094,212.1300048828125,186.2227783203125,2439400,,,,,,,,
2020-08-13,210.41000366210938,212.1999969482422,207.69000244140625,208.38999938964844,182.93955993652344,2219900,,,,,,,,
2020-08-14,207.4600067138672,209.47999572753906,206.61000061035156,207.97000122070312,182.5708465576172,2287600,,,,,,,,
2020-08-17,207.0,207.85000610351562,202.52999877929688,203.07000732421875,178.26925659179688,3922600,,,,,,,,
2020-08-18,203.4499969482422,203.5800018310547,201.10000610351562,201.30999755859375,176.72422790527344,3067900,,,,,,,,
2020-08-19,202.39999389648438,206.10000610351562,201.77000427246094,203.02000427246094,178.2254180908203,2458500,,,,,,,,
2020-08-20,200.75999450683594,203.27999877929688,200.33999633789062,201.85000610351562,177.19830322265625,1764200,,,,,,,,
2020-08-21,200.11000061035156,203.35000610351562,199.82000732421875,202.42999267578125,177.7074432373047,1780900,,,,,,,,
2020-08-24,203.11000061035156,207.42999267578125,201.32000732421875,207.33999633789062,182.017822265625,3097400,,,,,,,,
2020-08-25,209.99000549316406,210.49000549316406,205.1699981689453,206.0,180.8414764404297,2627600,,,,,,,,
2020-08-26,205.88999938964844,207.27999877929688,205.02999877929688,207.22000122070312,181.9124755859375,2563200,,,,,,,,
2020-08-27,206.67999267578125,213.0,206.41000366210938,210.14999389648438,184.484619140625,3692400,,,,,,,,
2020-08-28,211.88999938964844,212.0,207.08999633789062,207.7100067138672,182.3426513671875,3697400,,,,,,,,
2020-08-31,205.5,206.41000366210938,203.6300048828125,204.8699951171875,180.93833923339844,3046200,,,,,,,,
2020-09-01,203.60000610351562,206.7100067138672,203.00999450683594,205.4600067138672,181.45944213867188,2457000,,,,,,,,
2020-09-02,205.7899932861328,210.92999267578125,205.3699951171875,210.0399932861328,185.50439453125,3565200,,,,,,,,
2020-09-03,211.75,215.22999572753906,205.8300018310547,207.55999755859375,183.31411743164062,3533500,,,,,,,,
2020-09-04,210.88999938964844,213.35000610351562,205.32000732421875,210.94000244140625,186.29928588867188,3668900,,,,,,,,
2020-09-08,209.50999450683594,209.9600067138672,201.27000427246094,202.47999572753906,178.8275146484375,4574700,,,,,,,,
2020-09-09,204.19000244140625,204.8300018310547,202.02999877929688,202.22000122070312,178.59788513183594,4681400,,,,,,,,
2020-09-10,203.72999572753906,205.35000610351562,199.5500030517578,200.00999450683594,176.6460723876953,2510300,,,,,,,,
2020-09-11,200.24000549316406,201.91000366210938,198.9499969482422,200.9199981689453,177.4497528076172,2376400,,,,,,,,
2020-09-14,203.3000030517578,203.3000030517578,200.6699981689453,201.33999633789062,177.82069396972656,2756900,,,,,,,,
2020-09-15,202.0,202.58999633789062,197.97999572753906,198.0,174.870849609375,3717600,,,,,,,,
2020-09-16,198.49000549316406,203.8000030517578,198.07000732421875,200.67999267578125,177.23780822753906,3571400,,,,,,,,
2020-09-17,198.2100067138672,199.88999938964844,194.50999450683594,194.8300018310547,172.07115173339844,4274800,,,,,,,,
2020-09-18,195.00999450683594,196.64999389648438,192.3800048828125,194.86000061035156,172.09764099121094,9066300,,,,,,,,
2020-09-21,189.89999389648438,194.1699981689453,187.47000122070312,194.0,171.338134765625,4871300,,,,,,,,
2020-09-22,194.0,196.13999938964844,188.42999267578125,191.6199951171875,169.23611450195312,3355800,,,,,,,,
2020-09-23,192.0,192.9199981689453,185.8699951171875,186.1199951171875,164.3786163330078,3116100,,,,,,,,
2020-09-24,188.97999572753906,197.4600067138672,187.0500030517578,195.11000061035156,172.31846618652344,5114600,,,,,,,,
2020-09-25,192.9600067138672,195.38999938964844,189.61000061035156,194.9499969482422,172.17710876464844,3106000,,,,,,,,
2020-09-28,197.77999877929688,201.8699951171875,197.14999389648438,199.07000732421875,175.81588745117188,3280100,,,,,,,,
2020-09-29,198.16000366210938,198.77000427246094,195.42999267578125,196.7899932861328,173.8022003173828,2400000,,,,,,,,
2020-09-30,198.67999267578125,203.0800018310547,198.36000061035156,200.97000122070312,177.49391174316406,3075800,,,,,,,,
2020-10-01,201.52999877929688,203.1300048828125,197.8699951171875,198.5500030517578,175.3566436767578,2288700,,,,,,,,
2020-10-02,195.33999633789062,200.6999969482422,195.2899932861328,199.89999389648438,176.54891967773438,2541200,,,,,,,,
2020-10-05,201.92999267578125,202.83999633789062,199.58999633789062,201.8000030517578,178.22695922851562,2551600,,,,,,,,
2020-10-06,204.25,206.08999633789062,199.89999389648438,201.08999633789062,177.59988403320312,2833100,,,,,,,,
2020-10-07,203.89999389648438,205.0,201.1699981689453,203.60000610351562,179.81671142578125,2326600,,,,,,,,
2020-10-08,205.14999389648438,208.16000366210938,204.11000061035156,207.97999572753906,183.68505859375,2330600,,,,,,,,
2020-10-09,208.75999450683594,209.80999755859375,206.07000732421875,207.5399932861328,183.2964630126953,3040900,,,,,,,,
2020-10-12,207.41000366210938,214.88999938964844,207.41000366210938,214.1199951171875,189.1078338623047,3474200,,,,,,,,
2020-10-13,214.00999450683594,214.11000061035156,209.17999267578125,210.80999755859375,186.18446350097656,3317300,,,,,,,,
2020-10-14,213.8800048828125,214.4499969482422,210.27000427246094,211.22999572753906,186.55543518066406,7550100,,,,,,,,
2020-10-15,209.5800018310547,210.72999572753906,206.89999389648438,208.60000610351562,184.23265075683594,4325700,,,,,,,,
2020-10-16,208.32000732421875,210.0,205.80999755859375,206.2100067138672,182.121826171875,3244500,,,,,,,,
2020-10-19,207.38999938964844,207.91000366210938,204.58999633789062,205.69000244140625,181.66256713867188,3235300,,,,,,,,
2020-10-20,206.6999969482422,211.3800048828125,206.47000122070312,208.02999877929688,183.72921752929688,3335500,,,,,,,,
2020-10-21,207.38999938964844,207.9499969482422,202.00999450683594,202.91000366210938,179.20730590820312,3083600,,,,,,,,
2020-10-22,203.1999969482422,206.3699951171875,202.1999969482422,205.39999389648438,181.4064178466797,2136900,,,,,,,,
2020-10-23,206.75999450683594,208.2100067138672,204.02000427246094,205.0399932861328,181.0884552001953,2110200,,,,,,,,
2020-10-26,202.49000549316406,202.80999755859375,198.50999450683594,201.13999938964844,177.64405822753906,3249700,,,,,,,,
2020-10-27,200.0,200.58999633789062,195.41000366210938,195.67999267578125,172.82188415527344,3430400,,,,,,,,
2020-10-28,191.30999755859375,193.3699951171875,188.94000244140625,189.77000427246094,167.6022491455078,4214600,,,,,,,,
2020-10-29,189.8000030517578,192.35000610351562,186.89999389648438,189.94000244140625,167.75238037109375,3581200,,,,,,,,
2020-10-30,189.50999450683594,190.39999389648438,185.52000427246094,189.0399932861328,166.9574737548828,3658800,,,,,,,,
2020-11-02,192.0,192.6999969482422,188.22999572753906,190.1999969482422,167.9820098876953,2459600,,,,,,,,
2020-11-03,193.94000244140625,199.0,193.22000122070312,197.92999267578125,174.8090362548828,4545500,,,,,,,,
2020-11-04,196.25,200.82000732421875,194.89999389648438,197.8699951171875,174.75604248046875,3868500,,,,,,,,
2020-11-05,199.64999389648438,204.1199951171875,199.05999755859375,202.9600067138672,179.25143432617188,2892800,,,,,,,,
2020-11-06,204.33999633789062,204.38999938964844,200.4199981689453,201.25999450683594,177.75003051757812,2475100,,,,,,,,
2020-11-09,214.49000549316406,218.0,209.3699951171875,214.92999267578125,189.82318115234375,6960500,,,,,,,,
2020-11-10,215.25,218.3800048828125,211.17999267578125,217.47000122070312,192.06649780273438,4166500,,,,,,,,
2020-11-11,218.63999938964844,219.9199981689453,215.02999877929688,218.0500030517578,192.57872009277344,2680700,,,,,,,,
2020-11-12,215.22000122070312,216.86000061035156,212.39999389648438,214.50999450683594,189.4522705078125,3005500,,,,,,,,
2020-11-13,215.85000610351562,220.9600067138672,215.41000366210938,219.0800018310547,193.48838806152344,2832100,,,,,,,,
2020-11-16,223.52999877929688,224.60000610351562,220.02999877929688,222.3800048828125,196.40293884277344,3004700,,,,,,,,
2020-11-17,220.02000427246094,224.85000610351562,218.3300018310547,224.64999389648438,198.4077911376953,2722900,,,,,,,,
2020-11-18,225.0,227.72000122070312,223.50999450683594,224.3000030517578,198.09866333007812,2856200,,,,,,,,
2020-11-19,224.3000030517578,224.94000244140625,222.11000061035156,224.57000732421875,198.33712768554688,1505200,,,,,,,,
2020-11-20,223.0,224.80999755859375,222.6300048828125,223.35000610351562,197.25962829589844,1848100,,,,,,,,
2020-11-23,226.05999755859375,230.0,225.72999572753906,228.8300018310547,202.09945678710938,3371300,,,,,,,,
2020-11-24,231.10000610351562,238.1199951171875,230.6300048828125,237.5,209.75672912597656,3915200,,,,,,,,
2020-11-25,235.0,237.4499969482422,232.42999267578125,236.5399932861328,208.90884399414062,2272800,,,,,,,,
2020-11-27,237.0,237.3000030517578,233.7899932861328,235.39999389648438,207.9020233154297,1050400,,,,,,,,
2020-11-30,232.0500030517578,235.0,230.36000061035156,230.5800018310547,203.64508056640625,2705400,,,,,,,,
2020-12-01,231.9600067138672,234.8699951171875,231.35000610351562,232.0800018310547,206.08705139160156,2577600,,,,,,,,
2020-12-02,232.0800018310547,238.1300048828125,231.5800018310547,237.64999389648438,211.033203125,2136300,,,,,,,,
2020-12-03,237.2899932861328,238.85000610351562,234.63999938964844,235.47000122070312,209.0973663330078,2142600,,,,,,,,
2020-12-04,237.6999969482422,239.75,236.9499969482422,239.5800018310547,212.74708557128906,2373000,,,,,,,,
2020-12-07,238.5399932861328,239.85000610351562,235.4499969482422,238.4499969482422,211.74363708496094,1788600,,,,,,,,
2020-12-08,237.00999450683594,239.19000244140625,236.5800018310547,238.83999633789062,212.0899200439453,1371800,,,,,,,,
2020-12-09,240.0,245.36000061035156,239.52999877929688,242.82000732421875,215.62420654296875,3552300,,,,,,,,
2020-12-10,240.0,245.17999267578125,239.50999450683594,244.39999389648438,217.02725219726562,2541700,,,,,,,,
2020-12-11,240.80999755859375,241.1999969482422,237.10000610351562,239.99000549316406,213.1111297607422,2077300,,,,,,,,
2020-12-14,243.27999877929688,243.5,237.38999938964844,237.7899932861328,211.1575469970703,1927800,,,,,,,,
