date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EVOTF')","('high', 'EVOTF')","('low', 'EVOTF')","('close', 'EVOTF')","('adj_close', 'EVOTF')","('volume', 'EVOTF')","('currency', '')"
2021-02-01,43.30297088623047,43.30297088623047,43.30297088623047,43.30297088623047,43.30297088623047,0,,,,,,,,
2021-02-02,38.599998474121094,38.599998474121094,38.599998474121094,38.599998474121094,38.599998474121094,160,,,,,,,,
2021-02-03,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,2408,,,,,,,,
2021-02-04,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,0,,,,,,,,
2021-02-05,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,0,,,,,,,,
2021-02-08,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,0,,,,,,,,
2021-02-09,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,0,,,,,,,,
2021-02-10,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,39.78794860839844,0,,,,,,,,
2021-02-11,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,1515,,,,,,,,
2021-02-12,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,0,,,,,,,,
2021-02-16,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,0,,,,,,,,
2021-02-17,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,0,,,,,,,,
2021-02-18,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,0,,,,,,,,
2021-02-19,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,42.188751220703125,0,,,,,,,,
2021-02-22,41.349998474121094,41.349998474121094,40.20000076293945,40.20000076293945,40.20000076293945,1000,,,,,,,,
2021-02-23,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-02-24,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-02-25,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-02-26,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-03-01,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-03-02,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-03-03,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-03-04,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-03-05,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,40.20000076293945,0,,,,,,,,
2021-03-08,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,100,,,,,,,,
2021-03-09,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,0,,,,,,,,
2021-03-10,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,0,,,,,,,,
2021-03-11,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,0,,,,,,,,
2021-03-12,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,0,,,,,,,,
2021-03-15,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,0,,,,,,,,
2021-03-16,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,0,,,,,,,,
2021-03-17,35.0,35.0,35.0,35.0,35.0,250,,,,,,,,
2021-03-18,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,355,,,,,,,,
2021-03-19,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-22,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-23,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-24,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-25,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-26,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-29,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-30,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-03-31,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-04-01,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-04-05,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-04-06,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-04-07,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,35.54999923706055,0,,,,,,,,
2021-04-08,37.3360481262207,37.3360481262207,37.3360481262207,37.3360481262207,37.3360481262207,403,,,,,,,,
2021-04-09,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,2426,,,,,,,,
2021-04-12,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,0,,,,,,,,
2021-04-13,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,0,,,,,,,,
2021-04-14,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,0,,,,,,,,
2021-04-15,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,0,,,,,,,,
2021-04-16,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,38.446739196777344,0,,,,,,,,
2021-04-19,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,5266,,,,,,,,
2021-04-20,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-21,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-22,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-23,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-26,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-27,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-28,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-29,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,40.753780364990234,0,,,,,,,,
2021-04-30,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,781,,,,,,,,
2021-05-03,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,0,,,,,,,,
2021-05-04,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,0,,,,,,,,
2021-05-05,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,0,,,,,,,,
2021-05-06,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,0,,,,,,,,
2021-05-07,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,0,,,,,,,,
2021-05-10,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,41.150001525878906,0,,,,,,,,
2021-05-11,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,511,,,,,,,,
2021-05-12,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,0,,,,,,,,
2021-05-13,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,0,,,,,,,,
2021-05-14,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,0,,,,,,,,
2021-05-17,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,0,,,,,,,,
2021-05-18,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,0,,,,,,,,
2021-05-19,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,0,,,,,,,,
2021-05-20,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,41.501121520996094,0,,,,,,,,
2021-05-21,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,752,,,,,,,,
2021-05-24,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,0,,,,,,,,
2021-05-25,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,0,,,,,,,,
2021-05-26,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,0,,,,,,,,
2021-05-27,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,0,,,,,,,,
2021-05-28,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,0,,,,,,,,
2021-06-01,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,43.19818878173828,0,,,,,,,,
2021-06-02,43.15174102783203,43.15174102783203,43.15174102783203,43.15174102783203,43.15174102783203,7846,,,,,,,,
2021-06-03,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,20154,,,,,,,,
2021-06-04,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-07,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-08,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-09,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-10,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-11,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-14,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-15,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-16,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-17,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-18,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-21,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,43.518150329589844,0,,,,,,,,
2021-06-22,43.70790100097656,43.70790100097656,43.54999923706055,43.54999923706055,43.54999923706055,2745,,,,,,,,
2021-06-23,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-06-24,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-06-25,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-06-28,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-06-29,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-06-30,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-07-01,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-07-02,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-07-06,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-07-07,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-07-08,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,0,,,,,,,,
2021-07-09,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,400,,,,,,,,
2021-07-12,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-13,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-14,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-15,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-16,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-19,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-20,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-21,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-22,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-23,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-26,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-27,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-28,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-29,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-07-30,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-02,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-03,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-04,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-05,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-06,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-09,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-10,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-11,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-12,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-13,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-16,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-17,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-18,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-19,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-20,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-23,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,43.51850128173828,0,,,,,,,,
2021-08-24,51.25,51.25,51.25,51.25,51.25,100,,,,,,,,
2021-08-25,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-08-26,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-08-27,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-08-30,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-08-31,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-01,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-02,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-03,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-07,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-08,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-09,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-10,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-13,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-14,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-15,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-16,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-17,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-20,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-21,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-22,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-23,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-24,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-27,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-28,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-29,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-09-30,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-01,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-04,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-05,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-06,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-07,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-08,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-11,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-12,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-13,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-14,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-15,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-18,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-19,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-20,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-21,51.25,51.25,51.25,51.25,51.25,0,,,,,,,,
2021-10-22,52.20555877685547,52.20555877685547,52.20555877685547,52.20555877685547,52.20555877685547,716,,,,,,,,
2021-10-25,52.20555877685547,52.20555877685547,52.20555877685547,52.20555877685547,52.20555877685547,0,,,,,,,,
2021-10-26,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,100,,,,,,,,
2021-10-27,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,0,,,,,,,,
2021-10-28,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,0,,,,,,,,
2021-10-29,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,0,,,,,,,,
2021-11-01,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,0,,,,,,,,
2021-11-02,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,49.45000076293945,0,,,,,,,,
2021-11-03,46.91276168823242,46.91276168823242,46.91276168823242,46.91276168823242,46.91276168823242,930,,,,,,,,
2021-11-04,46.91276168823242,46.91276168823242,46.91276168823242,46.91276168823242,46.91276168823242,0,,,,,,,,
2021-11-05,46.91276168823242,46.91276168823242,46.91276168823242,46.91276168823242,46.91276168823242,0,,,,,,,,
2021-11-08,46.959999084472656,46.959999084472656,46.959999084472656,46.959999084472656,46.959999084472656,195,,,,,,,,
2021-11-09,46.959999084472656,46.959999084472656,46.959999084472656,46.959999084472656,46.959999084472656,0,,,,,,,,
2021-11-10,46.959999084472656,46.959999084472656,46.959999084472656,46.959999084472656,46.959999084472656,0,,,,,,,,
2021-11-11,47.380001068115234,47.380001068115234,47.0,47.0,47.0,200,,,,,,,,
2021-11-12,47.439998626708984,47.439998626708984,47.439998626708984,47.439998626708984,47.439998626708984,100,,,,,,,,
2021-11-15,47.439998626708984,47.439998626708984,47.439998626708984,47.439998626708984,47.439998626708984,0,,,,,,,,
2021-11-16,46.540000915527344,46.540000915527344,46.540000915527344,46.540000915527344,46.540000915527344,252,,,,,,,,
2021-11-17,46.540000915527344,46.540000915527344,46.540000915527344,46.540000915527344,46.540000915527344,0,,,,,,,,
2021-11-18,46.540000915527344,46.540000915527344,46.540000915527344,46.540000915527344,46.540000915527344,0,,,,,,,,
2021-11-19,47.560001373291016,47.560001373291016,47.560001373291016,47.560001373291016,47.560001373291016,100,,,,,,,,
2021-11-22,47.560001373291016,47.560001373291016,47.560001373291016,47.560001373291016,47.560001373291016,0,,,,,,,,
2021-11-23,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,100,,,,,,,,
2021-11-24,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-11-26,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-11-29,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-11-30,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-01,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,4087,,,,,,,,
2021-12-02,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-03,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-06,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-07,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-08,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-09,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-10,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-13,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-14,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-15,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,46.790000915527344,0,,,,,,,,
2021-12-16,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,1575,,,,,,,,
2021-12-17,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,0,,,,,,,,
2021-12-20,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,0,,,,,,,,
2021-12-21,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,0,,,,,,,,
2021-12-22,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,0,,,,,,,,
2021-12-23,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,0,,,,,,,,
2021-12-27,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,0,,,,,,,,
2021-12-28,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,49.189998626708984,0,,,,,,,,
2021-12-29,47.277191162109375,47.277191162109375,47.277191162109375,47.277191162109375,47.277191162109375,590,,,,,,,,
2021-12-30,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,179,,,,,,,,
2021-12-31,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-03,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-04,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-05,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-06,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-07,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-10,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-11,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-12,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-13,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-14,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-18,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-19,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-20,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-21,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,0,,,,,,,,
2022-01-24,39.029998779296875,39.029998779296875,39.029998779296875,39.029998779296875,39.029998779296875,441,,,,,,,,
2022-01-25,39.029998779296875,39.029998779296875,39.029998779296875,39.029998779296875,39.029998779296875,0,,,,,,,,
2022-01-26,39.32952117919922,39.32952117919922,39.32952117919922,39.32952117919922,39.32952117919922,13500,,,,,,,,
2022-01-27,39.32952117919922,39.32952117919922,39.32952117919922,39.32952117919922,39.32952117919922,0,,,,,,,,
2022-01-28,39.32952117919922,39.32952117919922,39.32952117919922,39.32952117919922,39.32952117919922,0,,,,,,,,
2022-01-31,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,2258,,,,,,,,
2022-02-01,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,0,,,,,,,,
2022-02-02,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,0,,,,,,,,
2022-02-03,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,0,,,,,,,,
2022-02-04,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,0,,,,,,,,
2022-02-07,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,39.917850494384766,0,,,,,,,,
