date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IHRTB')","('high', 'IHRTB')","('low', 'IHRTB')","('close', 'IHRTB')","('adj_close', 'IHRTB')","('volume', 'IHRTB')","('currency', '')"
2021-03-02,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,0,,,,,,,,
2021-03-03,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,0,,,,,,,,
2021-03-04,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,0,,,,,,,,
2021-03-05,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,0,,,,,,,,
2021-03-08,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,0,,,,,,,,
2021-03-09,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,0,,,,,,,,
2021-03-10,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,978,,,,,,,,
2021-03-11,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,0,,,,,,,,
2021-03-12,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,1035,,,,,,,,
2021-03-15,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,0,,,,,,,,
2021-03-16,16.0,16.0,16.0,16.0,16.0,1862,,,,,,,,
2021-03-17,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-18,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-19,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-22,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-23,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-24,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-25,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-26,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-29,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-30,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-03-31,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-01,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-05,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-06,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-07,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-08,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-09,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-12,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-13,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-14,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-15,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-16,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-19,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-20,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-21,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-22,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-23,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-26,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-27,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-28,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-29,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-04-30,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-03,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-04,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-05,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-06,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-07,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-10,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-11,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-12,16.0,16.0,16.0,16.0,16.0,1276,,,,,,,,
2021-05-13,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-14,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-17,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-18,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-19,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-20,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-21,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-24,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2021-05-25,18.0,18.0,18.0,18.0,18.0,3342,,,,,,,,
2021-05-26,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-05-27,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-05-28,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-01,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-02,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-03,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-04,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-07,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-08,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-09,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-10,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-11,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-14,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-15,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-16,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-17,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-18,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-21,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-22,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-23,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-24,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2021-06-25,15.0,15.0,15.0,15.0,15.0,107,,,,,,,,
2021-06-28,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2021-06-29,15.5,15.5,15.5,15.5,15.5,107,,,,,,,,
2021-06-30,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-01,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-02,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-06,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-07,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-08,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-09,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-12,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-13,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-14,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-15,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-16,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-19,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-20,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-21,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-22,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-23,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-26,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-27,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-28,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-29,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-07-30,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-02,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-03,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-04,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-05,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-06,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-09,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-10,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-11,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-12,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-13,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-16,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-17,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-18,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-19,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-20,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-23,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-24,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-25,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-26,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-27,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-30,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-08-31,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-01,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-02,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-03,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-07,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-08,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-09,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-10,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2021-09-13,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,187,,,,,,,,
2021-09-14,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-15,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-16,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-17,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-20,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-21,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-22,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-23,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-24,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-27,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-28,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-29,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-09-30,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-01,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-04,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-05,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-06,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-07,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-08,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-11,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-12,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-13,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-14,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-15,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-18,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-19,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-20,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-21,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-22,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-25,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-26,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-27,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-28,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-10-29,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-01,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-02,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-03,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-04,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-05,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-08,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-09,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-10,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-11,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-12,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-15,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-16,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-17,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-18,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-19,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-22,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-23,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-24,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-26,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-29,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-11-30,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-01,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-02,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-03,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-06,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-07,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-08,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-09,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-10,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-13,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-14,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-15,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-16,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-17,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-20,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-21,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-22,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-23,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-27,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-28,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-29,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-30,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2021-12-31,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2022-01-03,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2022-01-04,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2022-01-05,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2022-01-06,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2022-01-07,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,0,,,,,,,,
2022-01-10,16.5,16.5,16.0,16.0,16.0,300,,,,,,,,
2022-01-11,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,383,,,,,,,,
2022-01-12,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-13,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-14,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-18,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-19,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-20,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-21,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-24,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-25,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-26,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-27,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-28,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-01-31,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0,,,,,,,,
2022-02-01,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,149,,,,,,,,
2022-02-02,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-03,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-04,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-07,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-08,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-09,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-10,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-11,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-14,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-15,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-16,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-17,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-18,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-22,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-23,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-24,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-25,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-02-28,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-01,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-02,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-03,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
