Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
PSNY,PSNY,Business description unavailable.,USD,19.52,19.52,2025-12-30,12.01,2025-12-11,-29.9,459.9,2021-11-16,12.01,2025-12-11,97.4,322247,0.0739,2025-12-24,13.0,2025-12-24,13.0,12.01,2025-12-11,2025-12-24,True
TJX,TJX,Business description unavailable.,USD,155.35,155.35,2025-12-30,111.77,2025-03-13,8.0,157.29,2025-12-24,,,,5629510,0.0099,,,2025-11-10,242.0,120.62,2025-07-16,2025-12-24,True
ZKH,ZKH,Business description unavailable.,USD,3.68,3.68,2025-12-30,2.67,2025-04-22,28.7,20.52,2024-02-15,2.62,2024-08-06,87.2,231870,0.0283,2024-08-19,13.0,2025-12-24,246.0,2.67,2025-04-22,2025-12-24,True
MNSKY,MNSKY,Business description unavailable.,USD,11.0,11.0,2025-12-30,9.14,2025-01-07,12.2,13.12,2022-08-04,9.14,2025-01-07,30.3,23,0.0346,2025-12-23,350.0,2025-12-23,350.0,9.62,2025-04-14,2025-12-23,True
RO.SW,RO.SW,Business description unavailable.,CHF,335.2,,2025-12-30,247.2,2025-04-09,23.1,390.44,2022-04-08,222.67,2024-02-09,43.0,30840,0.0175,2024-07-17,159.0,2025-11-19,224.0,257.6,2025-04-11,2025-12-23,True
MFC,MFC,Business description unavailable.,USD,36.53,36.53,2025-12-30,26.66,2025-04-08,16.2,36.75,2025-12-23,36.53,2025-12-30,0.6,2330646,0.0095,,,2025-11-24,230.0,28.12,2025-04-21,2025-12-23,True
RH,RH,Business description unavailable.,USD,181.93,181.93,2025-12-30,139.54,2025-11-20,-9.4,738.52,2021-08-12,139.54,2025-11-20,81.1,1083190,0.0331,2025-12-23,33.0,2025-12-23,33.0,139.54,2025-11-20,2025-12-23,True
UNF,UNF,Business description unavailable.,USD,195.07,195.07,2025-12-30,149.71,2025-11-06,17.5,249.07,2021-03-10,148.42,2023-07-06,40.4,257353,0.026,2024-09-30,452.0,2025-12-22,46.0,149.71,2025-11-06,2025-12-22,True
CHY,CHY,Business description unavailable.,USD,11.51,11.51,2025-12-30,8.38,2025-04-07,6.3,11.66,2025-12-23,11.51,2025-12-30,1.3,161803,0.0092,,,2025-09-19,165.0,8.92,2025-04-21,2025-12-22,True
EXEL,EXEL,Business description unavailable.,USD,44.04,44.04,2025-12-30,32.38,2025-01-24,6.9,46.61,2025-12-23,44.04,2025-12-30,5.5,2559000,0.0267,,,2025-05-14,110.0,34.54,2025-10-20,2025-12-22,True
VAC,VAC,Business description unavailable.,USD,58.41,58.41,2025-12-30,44.87,2025-11-14,-10.5,164.49,2021-03-12,44.87,2025-11-14,72.7,799900,0.0469,2025-12-22,38.0,2025-12-22,38.0,44.87,2025-11-14,2025-12-22,True
NVS,NVS,Business description unavailable.,USD,138.72,138.72,2025-12-30,93.66,2025-01-02,5.3,139.2,2025-12-29,,,,1641510,0.0121,,,2025-07-01,180.0,104.99,2025-05-14,2025-12-22,True
COO,COO,Business description unavailable.,USD,82.47,82.47,2025-12-30,64.32,2025-09-17,21.2,113.94,2021-09-03,62.16,2022-10-14,45.4,3266316,0.0185,2022-11-11,28.0,2025-12-22,96.0,64.32,2025-09-17,2025-12-22,True
NGL-PB,NGL-PB,Business description unavailable.,USD,23.99,23.99,2025-12-30,18.17,2025-05-16,6.8,23.99,2025-12-30,,,,90288,0.0121,,,2025-12-22,220.0,18.17,2025-05-16,2025-12-22,True
CAVA,CAVA,Business description unavailable.,USD,58.34,58.34,2025-12-30,43.59,2025-11-20,-5.4,150.88,2024-12-06,43.59,2025-11-20,71.1,3894090,0.0333,2025-12-19,29.0,2025-12-19,29.0,43.59,2025-11-20,2025-12-19,True
CTSH,CTSH,Business description unavailable.,USD,84.14,84.14,2025-12-30,65.18,2025-10-16,27.0,89.26,2025-02-14,65.18,2025-10-16,27.0,4730860,0.0148,2025-12-19,64.0,2025-12-19,64.0,65.18,2025-10-16,2025-12-19,True
GDV,GDV,Business description unavailable.,USD,27.84,27.84,2025-12-30,20.11,2025-04-07,3.7,27.86,2025-12-29,,,,108460,0.0074,,,2025-08-22,137.0,21.13,2025-04-21,2025-12-19,True
UXIN,UXIN,Business description unavailable.,USD,3.47,3.47,2025-12-30,2.5,2025-10-31,3.3,518.0,2021-06-14,1.41,2024-08-30,99.7,224950,0.0537,2024-09-23,24.0,2025-12-19,49.0,2.5,2025-10-31,2025-12-19,True
CANG,CANG,Business description unavailable.,USD,1.27,1.27,2025-12-30,1.15,2025-12-10,-43.6,4.0,2024-12-18,1.15,2025-12-10,71.3,925253,0.0503,2025-12-19,9.0,2025-12-19,9.0,1.15,2025-12-10,2025-12-19,True
CAE,CAE,Business description unavailable.,USD,30.71,30.71,2025-12-30,21.06,2025-04-08,6.1,34.05,2021-11-09,15.33,2022-09-30,55.0,596443,0.0157,2022-11-10,41.0,2025-06-27,80.0,23.11,2025-04-14,2025-12-19,True
TM,TM,Business description unavailable.,USD,214.85,214.85,2025-12-30,158.63,2025-04-04,12.0,243.76,2024-03-27,158.63,2025-04-04,34.9,294710,0.0149,2025-10-27,206.0,2025-10-27,206.0,167.86,2025-07-07,2025-12-19,True
FCNCA,FCNCA,Business description unavailable.,USD,2160.26,2160.26,2025-12-30,1556.79,2025-04-08,22.9,2341.47,2024-11-22,1556.79,2025-04-08,33.5,89250,0.0167,2025-07-01,84.0,2025-07-01,84.0,1636.86,2025-10-16,2025-12-19,True
CYBN,CYBN,Business description unavailable.,USD,8.57,8.57,2025-12-30,5.0,2025-04-08,43.3,120.84,2021-08-02,5.0,2025-04-08,95.9,786426,0.0414,2025-04-11,3.0,2025-04-11,3.0,5.51,2025-12-02,2025-12-19,True
HEPS,HEPS,Business description unavailable.,USD,2.49,2.49,2025-12-30,2.18,2025-11-18,-8.5,14.26,2021-07-09,0.61,2022-06-30,95.7,399393,0.0575,2022-07-20,20.0,2025-12-19,31.0,2.18,2025-11-18,2025-12-19,True
UEPEM,UEPEM,Business description unavailable.,USD,66.0,66.0,2025-12-30,59.21,2025-06-23,0.7,88.53,2025-12-18,65.75,2025-12-22,25.7,243,0.0542,,,2025-12-18,178.0,59.21,2025-06-23,2025-12-18,True
KVYO,KVYO,Business description unavailable.,USD,32.65,32.65,2025-12-30,23.72,2025-10-17,25.5,49.19,2025-02-10,23.72,2025-10-17,51.8,2085206,0.0254,2025-12-18,62.0,2025-12-18,62.0,23.72,2025-10-17,2025-12-18,True
MLKN,MLKN,Business description unavailable.,USD,18.47,18.47,2025-12-30,13.72,2025-11-18,7.0,43.94,2021-06-07,12.28,2023-05-31,72.1,828640,0.0239,2023-07-13,43.0,2025-12-18,30.0,13.72,2025-11-18,2025-12-18,True
DJT,DJT,Business description unavailable.,USD,12.57,12.57,2025-12-30,10.29,2025-11-19,-24.4,97.54,2022-03-04,10.29,2025-11-19,89.5,11955063,0.0565,2025-12-18,29.0,2025-12-18,29.0,10.29,2025-11-19,2025-12-18,True
FSUN,FSUN,Business description unavailable.,USD,37.54,37.54,2025-12-30,30.16,2025-11-17,-3.4,43.97,2025-02-12,30.16,2025-11-17,31.4,136900,0.0318,2025-12-18,31.0,2025-12-18,31.0,30.16,2025-11-17,2025-12-18,True
CAC,CAC,Business description unavailable.,USD,43.8,43.8,2025-12-30,35.2,2025-04-07,16.0,47.54,2024-11-06,35.2,2025-04-07,26.0,76446,0.0178,2025-12-16,253.0,2025-12-16,253.0,35.45,2025-10-16,2025-12-18,True
COFS,COFS,Business description unavailable.,USD,29.48,29.48,2025-12-30,24.49,2025-04-11,4.6,36.04,2024-12-05,24.49,2025-04-11,32.1,154966,0.0232,2025-12-15,248.0,2025-12-15,248.0,24.66,2025-04-14,2025-12-18,True
FLG,FLG,Business description unavailable.,USD,12.64,12.64,2025-12-30,8.85,2025-01-10,8.0,39.64,2023-07-31,7.88,2024-04-30,80.1,4960530,0.0212,2024-05-03,3.0,2025-01-31,21.0,10.14,2025-04-14,2025-12-17,True
LULU,LULU,Business description unavailable.,USD,210.67,210.67,2025-12-30,159.87,2025-09-12,18.6,511.29,2023-12-29,159.87,2025-09-12,68.7,5039023,0.0236,2025-12-17,96.0,2025-12-17,96.0,159.87,2025-09-12,2025-12-17,True
FIHL,FIHL,Business description unavailable.,USD,19.63,19.63,2025-12-30,14.22,2025-02-25,10.4,20.29,2024-11-27,14.22,2025-02-25,29.9,566963,0.0134,2025-10-06,223.0,2025-10-06,223.0,14.87,2025-08-01,2025-12-17,True
GERN,GERN,Business description unavailable.,USD,1.34,1.34,2025-12-30,1.07,2025-11-07,-5.0,5.09,2024-06-11,1.07,2025-11-07,79.0,6934316,0.035,2025-12-17,40.0,2025-12-17,40.0,1.07,2025-11-07,2025-12-17,True
AIZ,AIZ,Business description unavailable.,USD,242.13,242.13,2025-12-30,177.67,2025-04-08,11.8,242.13,2025-12-30,,,,306676,0.0117,,,2025-12-15,251.0,181.76,2025-04-21,2025-12-17,True
AMAL,AMAL,Business description unavailable.,USD,32.57,32.57,2025-12-30,25.13,2025-10-16,21.9,37.42,2024-11-06,25.13,2025-10-16,32.8,180110,0.0193,2025-12-17,62.0,2025-12-17,62.0,25.13,2025-10-16,2025-12-17,True
FULT,FULT,Business description unavailable.,USD,19.7,19.7,2025-12-30,14.83,2025-04-04,8.1,21.15,2024-11-25,14.83,2025-04-04,29.9,1798310,0.0187,2025-07-14,101.0,2025-07-14,101.0,15.36,2025-04-14,2025-12-17,True
FNGD,FNGD,Business description unavailable.,USD,5.13,5.13,2025-12-30,4.19,2025-10-29,0.4,1094.0,2020-12-24,4.19,2025-10-29,99.6,22773016,0.0382,2025-12-17,49.0,2025-12-17,49.0,4.19,2025-10-29,2025-12-17,True
KFRC,KFRC,Business description unavailable.,USD,31.39,31.39,2025-12-30,24.22,2025-11-03,5.4,72.1,2021-11-23,24.22,2025-11-03,66.4,238940,0.038,2025-12-17,44.0,2025-12-17,44.0,24.22,2025-11-03,2025-12-17,True
MSGS,MSGS,Business description unavailable.,USD,259.74,259.74,2025-12-30,175.61,2025-04-08,13.0,260.09,2025-12-26,,,,169940,0.0163,,,2025-09-29,174.0,185.4,2025-04-21,2025-12-17,True
EEX,EEX,Business description unavailable.,USD,4.31,4.31,2025-12-30,3.26,2025-04-08,-12.1,7.0,2021-03-16,2.39,2022-05-03,65.8,110850,0.0533,2022-05-23,20.0,2025-05-01,23.0,3.37,2025-12-01,2025-12-16,True
DDL,DDL,Business description unavailable.,USD,2.49,2.49,2025-12-30,1.67,2025-11-07,20.9,38.3,2021-06-30,1.08,2024-04-18,97.2,1467456,0.0455,2024-05-01,13.0,2025-12-16,39.0,1.67,2025-11-07,2025-12-16,True
EMD,EMD,Business description unavailable.,USD,10.83,10.83,2025-12-30,8.02,2025-04-10,7.2,10.83,2025-12-30,,,,206950,0.007,,,2025-10-28,201.0,8.19,2025-04-14,2025-12-16,True
FFWM,FFWM,Business description unavailable.,USD,6.04,6.04,2025-12-30,4.58,2025-03-10,9.0,27.94,2021-11-10,3.76,2023-05-16,86.5,657076,0.0262,2023-06-07,22.0,2025-09-03,177.0,4.74,2025-04-14,2025-12-16,True
IIPR,IIPR,Business description unavailable.,USD,49.82,49.82,2025-12-30,44.25,2025-08-08,-9.8,205.04,2021-11-15,44.25,2025-08-08,78.4,450766,0.0277,2025-12-16,130.0,2025-12-16,130.0,44.25,2025-08-08,2025-12-16,True
NGL-PC,NGL-PC,Business description unavailable.,USD,24.44,24.44,2025-12-30,18.2,2025-04-10,4.4,24.46,2025-12-29,,,,2880,0.0092,,,2025-12-15,249.0,18.43,2025-05-15,2025-12-16,True
BROS,BROS,Business description unavailable.,USD,62.04,62.04,2025-12-30,47.66,2025-10-07,20.4,85.37,2025-02-18,47.66,2025-10-07,44.2,3116190,0.028,2025-12-16,70.0,2025-12-16,70.0,47.66,2025-10-07,2025-12-16,True
SLVM,SLVM,Business description unavailable.,USD,48.29,48.29,2025-12-30,39.24,2025-11-03,12.2,92.65,2024-11-08,39.24,2025-11-03,57.6,386890,0.0227,2025-12-15,42.0,2025-12-15,42.0,39.24,2025-11-03,2025-12-15,True
AUB.PA,AUB.PA,Business description unavailable.,EUR,56.7,,2025-12-31,41.0,2025-04-09,16.6,56.7,2025-12-31,,,,7405,0.016,,,2025-12-11,246.0,42.23,2025-09-05,2025-12-15,True
TOYOF,TOYOF,Business description unavailable.,USD,21.29,21.29,2025-12-30,15.58,2025-04-08,9.9,82.02,2021-06-17,11.94,2022-09-30,85.4,100973,0.0185,2023-06-15,258.0,2025-10-23,198.0,16.4,2025-07-07,2025-12-15,True
DECK,DECK,Business description unavailable.,USD,105.03,105.03,2025-12-30,79.54,2025-11-04,3.8,223.11,2025-01-30,79.54,2025-11-04,64.3,3208500,0.0317,2025-12-15,41.0,2025-12-15,41.0,79.54,2025-11-04,2025-12-15,True
SMBC,SMBC,Business description unavailable.,USD,59.25,59.25,2025-12-30,46.68,2025-04-10,13.4,65.91,2024-11-11,46.68,2025-04-10,29.2,50766,0.0181,2025-12-10,244.0,2025-12-10,244.0,47.44,2025-04-14,2025-12-15,True
FOXF,FOXF,Business description unavailable.,USD,17.46,17.46,2025-12-30,13.19,2025-11-20,-29.2,187.93,2021-11-15,13.19,2025-11-20,93.0,989933,0.0472,2025-12-15,25.0,2025-12-15,25.0,13.19,2025-11-20,2025-12-15,True
CZR,CZR,Business description unavailable.,USD,23.52,23.52,2025-12-30,18.64,2025-10-30,-9.4,119.49,2021-10-01,18.64,2025-10-30,84.4,7043093,0.0346,2025-12-12,43.0,2025-12-12,43.0,18.64,2025-10-30,2025-12-12,True
STBA,STBA,Business description unavailable.,USD,39.57,39.57,2025-12-30,32.01,2025-04-11,7.2,43.31,2024-07-26,32.01,2025-04-11,26.1,210450,0.016,2025-12-10,243.0,2025-12-10,243.0,32.42,2025-04-14,2025-12-12,True
LNTH,LNTH,Business description unavailable.,USD,67.16,67.16,2025-12-30,50.11,2025-09-22,30.1,123.62,2024-07-11,50.11,2025-09-22,59.5,1090906,0.0233,2025-12-12,81.0,2025-12-12,81.0,50.11,2025-09-22,2025-12-12,True
PFBC,PFBC,Business description unavailable.,USD,98.09,98.09,2025-12-30,74.03,2025-04-04,9.8,102.45,2025-12-18,98.09,2025-12-30,4.3,79786,0.0153,,,2025-12-10,250.0,76.52,2025-04-14,2025-12-12,True
WAB,WAB,Business description unavailable.,USD,216.69,216.69,2025-12-30,159.62,2025-04-08,9.3,221.71,2025-12-22,216.69,2025-12-30,2.3,815843,0.0131,,,2025-06-30,83.0,166.44,2025-04-21,2025-12-11,True
GSBC,GSBC,Business description unavailable.,USD,61.53,61.53,2025-12-30,49.51,2025-04-10,2.1,65.79,2025-12-18,61.53,2025-12-30,6.5,54546,0.0203,,,2025-12-11,245.0,49.53,2025-04-14,2025-12-11,True
EVCM,EVCM,Business description unavailable.,USD,12.14,12.14,2025-12-30,8.03,2025-11-19,12.0,22.92,2021-08-26,5.94,2022-12-07,74.1,326956,0.0429,2023-01-04,28.0,2025-12-11,22.0,8.03,2025-11-19,2025-12-11,True
DHIL,DHIL,Business description unavailable.,USD,169.51,169.51,2025-12-30,114.83,2025-12-08,27.0,172.69,2021-11-24,114.83,2025-12-08,33.5,43330,0.0483,2025-12-11,3.0,2025-12-11,3.0,114.83,2025-12-08,2025-12-11,True
BY,BY,Business description unavailable.,USD,29.31,29.31,2025-12-30,22.99,2025-04-11,7.1,31.58,2024-11-11,22.99,2025-04-11,27.2,203076,0.0172,2025-12-10,243.0,2025-12-10,243.0,23.32,2025-04-14,2025-12-11,True
MIDD,MIDD,Business description unavailable.,USD,150.92,150.92,2025-12-30,111.68,2025-11-19,12.7,199.65,2022-02-09,111.05,2023-11-01,44.4,817466,0.021,2023-12-14,43.0,2025-12-11,22.0,111.68,2025-11-19,2025-12-11,True
MBWM,MBWM,Business description unavailable.,USD,48.0,48.0,2025-12-30,37.6,2025-04-11,7.9,50.14,2025-02-11,37.6,2025-04-11,25.0,88413,0.0163,2025-07-03,83.0,2025-07-03,83.0,37.85,2025-04-14,2025-12-11,True
MRNA,MRNA,Business description unavailable.,USD,30.41,30.41,2025-12-30,22.36,2025-11-20,10.2,484.47,2021-08-09,22.36,2025-11-20,95.4,10017320,0.0405,2025-12-11,21.0,2025-12-11,21.0,22.36,2025-11-20,2025-12-11,True
UNIT,UNIT,Business description unavailable.,USD,6.92,6.92,2025-12-30,5.36,2025-10-14,14.4,18.04,2021-11-01,4.18,2023-04-26,76.8,2598786,0.0322,2023-05-22,26.0,2025-12-11,58.0,5.36,2025-10-14,2025-12-11,True
NX,NX,Business description unavailable.,USD,15.53,15.53,2025-12-30,11.2,2025-11-20,8.1,37.76,2024-03-27,11.2,2025-11-20,70.4,1026306,0.0279,2025-12-11,21.0,2025-12-11,21.0,11.2,2025-11-20,2025-12-11,True
HL-PB,HL-PB,Business description unavailable.,USD,70.68,70.68,2025-12-30,47.45,2025-01-23,25.1,78.78,2025-12-19,70.68,2025-12-29,10.3,758,0.0235,,,2025-11-06,287.0,47.93,2025-05-02,2025-12-11,True
WERN,WERN,Business description unavailable.,USD,30.32,30.32,2025-12-30,23.15,2025-11-20,17.3,47.36,2023-02-02,23.15,2025-11-20,51.1,930400,0.0257,2025-12-11,21.0,2025-12-11,21.0,23.15,2025-11-20,2025-12-11,True
KNF,KNF,Business description unavailable.,USD,71.67,71.67,2025-12-30,59.93,2025-10-30,-1.3,107.31,2025-01-21,59.93,2025-10-30,44.2,456960,0.0226,2025-12-11,42.0,2025-12-11,42.0,59.93,2025-10-30,2025-12-11,True
JBARF,JBARF,Business description unavailable.,USD,80.71,80.71,2025-12-30,53.13,2025-04-07,13.7,81.74,2025-12-26,,,,543,0.0281,,,2025-05-12,35.0,58.58,2025-04-22,2025-12-11,True
RYI,RYI,Business description unavailable.,USD,25.51,25.51,2025-12-30,17.07,2025-01-08,9.3,40.8,2023-07-03,17.07,2025-01-08,58.2,368773,0.0259,2025-01-29,21.0,2025-01-29,21.0,18.88,2025-06-20,2025-12-11,True
CNOB,CNOB,Business description unavailable.,USD,26.4,26.4,2025-12-30,20.49,2025-04-11,8.4,32.78,2022-01-14,12.46,2023-05-16,62.0,289936,0.0199,2023-07-18,63.0,2025-12-09,242.0,20.76,2025-04-14,2025-12-10,True
LUCK,LUCK,Business description unavailable.,USD,8.68,8.68,2025-12-30,7.01,2025-11-20,-13.2,16.4,2023-03-08,7.01,2025-11-20,57.2,325100,0.0255,2025-12-10,20.0,2025-12-10,20.0,7.01,2025-11-20,2025-12-10,True
ALGN,ALGN,Business description unavailable.,USD,158.14,158.14,2025-12-30,124.88,2025-09-25,24.0,729.92,2021-09-08,124.88,2025-09-25,82.9,1468516,0.0199,2025-12-10,76.0,2025-12-10,76.0,124.88,2025-09-25,2025-12-10,True
CTBI,CTBI,Business description unavailable.,USD,56.91,56.91,2025-12-30,44.41,2025-04-11,4.5,61.14,2025-12-16,56.91,2025-12-30,6.9,63103,0.0169,,,2025-09-04,146.0,44.89,2025-04-14,2025-12-10,True
SNDR,SNDR,Business description unavailable.,USD,26.85,26.85,2025-12-30,20.18,2025-10-30,29.3,33.0,2024-11-29,20.18,2025-10-30,38.8,968526,0.0266,2025-12-10,41.0,2025-12-10,41.0,20.18,2025-10-30,2025-12-10,True
FR,FR,Business description unavailable.,USD,58.14,58.14,2025-12-30,42.31,2025-04-08,11.7,59.68,2021-12-29,38.22,2023-10-27,35.9,920086,0.0107,2023-12-14,48.0,2025-10-17,192.0,44.66,2025-04-21,2025-12-10,True
JBSS,JBSS,Business description unavailable.,USD,71.37,71.37,2025-12-30,56.74,2025-05-07,11.8,115.22,2023-06-22,56.74,2025-05-07,50.8,59373,0.0251,2025-12-10,217.0,2025-12-10,217.0,56.74,2025-05-07,2025-12-10,True
MTPLF,MTPLF,Business description unavailable.,USD,2.58,2.58,2025-12-30,1.89,2025-02-28,-31.2,15.35,2025-05-21,2.17,2025-11-21,85.9,2856610,0.056,2025-12-10,19.0,2025-03-03,3.0,2.17,2025-11-21,2025-12-10,True
PCAR,PCAR,Business description unavailable.,USD,110.96,110.96,2025-12-30,84.46,2025-04-08,15.4,116.89,2024-03-27,84.46,2025-04-08,27.7,3365773,0.0157,2025-12-10,246.0,2025-12-10,246.0,84.86,2025-04-16,2025-12-10,True
PSFE,PSFE,Business description unavailable.,USD,7.94,7.94,2025-12-30,6.44,2025-11-20,-37.8,230.88,2021-01-21,6.44,2025-11-20,97.2,619033,0.051,2025-12-10,20.0,2025-12-10,20.0,6.44,2025-11-20,2025-12-10,True
HOPE,HOPE,Business description unavailable.,USD,11.05,11.05,2025-12-30,8.74,2025-04-11,5.0,14.31,2022-01-25,6.62,2023-05-11,53.8,1023863,0.0188,2023-07-24,74.0,2025-12-10,243.0,8.83,2025-04-14,2025-12-10,True
WSBC,WSBC,Business description unavailable.,USD,33.52,33.52,2025-12-30,25.87,2025-04-11,5.9,35.4,2025-02-11,25.87,2025-04-11,26.9,505950,0.0191,2025-12-10,243.0,2025-12-10,243.0,26.18,2025-04-14,2025-12-10,True
KMX,KMX,Business description unavailable.,USD,39.31,39.31,2025-12-30,30.88,2025-11-06,-14.6,154.85,2021-11-09,30.88,2025-11-06,80.1,4250556,0.0423,2025-12-10,34.0,2025-12-10,34.0,30.88,2025-11-06,2025-12-10,True
MPB,MPB,Business description unavailable.,USD,31.13,31.13,2025-12-30,23.49,2025-04-03,9.0,32.89,2025-12-18,31.13,2025-12-30,5.4,85140,0.0165,,,2025-09-18,168.0,24.24,2025-04-14,2025-12-10,True
PFG,PFG,Business description unavailable.,USD,88.9,88.9,2025-12-30,67.57,2025-04-08,8.1,91.54,2025-12-11,88.9,2025-12-30,2.9,1264413,0.0137,,,2025-12-09,245.0,68.25,2025-04-21,2025-12-10,True
SBC,SBC,Business description unavailable.,USD,4.39,4.39,2025-12-30,2.95,2025-04-02,2.3,16.0,2024-08-12,2.95,2025-04-02,81.6,72930,0.0347,2025-04-11,9.0,2025-04-11,9.0,3.04,2025-11-17,2025-12-10,True
GDYN,GDYN,Business description unavailable.,USD,9.18,9.18,2025-12-30,7.5,2025-09-10,17.4,42.08,2021-12-27,7.5,2025-09-10,82.2,897406,0.0386,2025-12-10,91.0,2025-12-10,91.0,7.5,2025-09-10,2025-12-10,True
ARKO,ARKO,Business description unavailable.,USD,4.57,4.57,2025-12-30,3.58,2025-04-08,0.9,10.56,2021-06-09,3.58,2025-04-08,66.1,445690,0.0309,2025-05-09,31.0,2025-05-09,31.0,3.79,2025-10-09,2025-12-10,True
NFBK,NFBK,Business description unavailable.,USD,11.52,11.52,2025-12-30,9.2,2025-04-14,0.4,15.34,2021-11-11,7.01,2024-06-10,54.3,208180,0.0201,2024-07-11,31.0,2025-12-10,240.0,9.2,2025-04-14,2025-12-10,True
HTLD,HTLD,Business description unavailable.,USD,9.19,9.19,2025-12-30,7.06,2025-11-20,10.6,18.8,2021-04-05,7.06,2025-11-20,62.4,613723,0.023,2025-12-10,20.0,2025-12-10,20.0,7.06,2025-11-20,2025-12-10,True
CLBK,CLBK,Business description unavailable.,USD,15.58,15.58,2025-12-30,13.07,2025-04-21,5.6,22.8,2022-07-27,13.07,2025-04-21,42.7,111816,0.0201,2025-12-10,233.0,2025-12-10,233.0,13.07,2025-04-21,2025-12-10,True
NMAX,NMAX,Business description unavailable.,USD,7.79,7.79,2025-12-30,7.39,2025-11-21,-36.7,233.0,2025-04-01,7.39,2025-11-21,96.8,1040220,0.0375,2025-12-10,19.0,2025-12-10,19.0,7.39,2025-11-21,2025-12-10,True
STEL,STEL,Business description unavailable.,USD,30.71,30.71,2025-12-30,24.53,2025-04-07,2.8,33.62,2022-11-04,19.58,2023-09-26,41.8,268833,0.0153,2023-12-13,78.0,2025-12-10,247.0,24.6,2025-04-30,2025-12-10,True
CABO,CABO,Business description unavailable.,USD,118.87,118.87,2025-12-30,100.42,2025-11-20,-32.9,2129.74,2020-12-29,100.42,2025-11-20,95.3,142433,0.0365,2025-12-10,20.0,2025-12-10,20.0,100.42,2025-11-20,2025-12-10,True
RVT,RVT,Business description unavailable.,USD,16.14,16.14,2025-12-30,11.66,2025-04-08,2.7,16.39,2025-12-11,15.88,2025-12-17,3.1,292806,0.0115,,,2025-08-25,139.0,12.28,2025-04-16,2025-12-10,True
